frame,experiment,iou,lethal_iou,detection_rate,false_positive_rate,clearance_pred_m,clearance_gt_m,occupied_cells_pred,occupied_cells_gt,inflation_radius_m,timing_ms
00165,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,417,417,0.1795,46.01
00165,A2,0.348662,0.259030,1.000000,0.055711,0.150000,0.250000,1196,417,0.0900,76.58
00165,A3,0.348662,0.259030,1.000000,0.055711,0.150000,0.250000,1196,417,0.1795,109.17
00165,A4,0.198161,0.177503,0.685259,0.055711,0.150000,0.250000,1016,417,0.1800,106.41
00170,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,454,454,0.0900,13.85
00170,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,454,454,0.1791,49.95
00170,A2,0.382799,0.282078,1.000000,0.052488,0.150000,0.250000,1186,454,0.0900,80.65
00170,A3,0.382799,0.282078,1.000000,0.052488,0.150000,0.250000,1186,454,0.1791,112.64
00170,A4,0.201518,0.181336,0.642857,0.052488,0.150000,0.250000,971,454,0.1492,110.65
00175,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,442,442,0.0900,13.68
00175,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,442,442,0.1794,45.85
00175,A2,0.362890,0.261759,1.000000,0.055595,0.150000,0.250000,1218,442,0.0900,76.74
00175,A3,0.362890,0.261759,1.000000,0.055595,0.150000,0.250000,1218,442,0.1794,108.45
00175,A4,0.197044,0.167689,0.640625,0.055595,0.150000,0.250000,1016,442,0.1409,108.95
00180,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,464,464,0.0900,16.01
00180,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,464,464,0.1800,52.55
00180,A2,0.410256,0.291529,1.000000,0.047862,0.150000,0.250000,1131,464,0.0900,79.61
00180,A3,0.410256,0.291529,1.000000,0.047862,0.150000,0.250000,1131,464,0.1800,116.31
00180,A4,0.242263,0.202420,0.694340,0.047862,0.150000,0.250000,941,464,0.1388,114.44
00185,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,448,448,0.0900,19.67
00185,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,448,448,0.1790,66.33
00185,A2,0.370248,0.262425,1.000000,0.054616,0.150000,0.250000,1210,448,0.0900,100.25
00185,A3,0.370248,0.262425,1.000000,0.054616,0.150000,0.250000,1210,448,0.1790,147.52
00185,A4,0.231405,0.180915,0.689394,0.054616,0.150000,0.250000,1042,448,0.1800,138.82
00190,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,455,455,0.0900,16.45
00190,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,455,455,0.1787,55.89
00190,A2,0.411021,0.289730,1.000000,0.046755,0.150000,0.250000,1107,455,0.0900,82.83
00190,A3,0.411021,0.289730,1.000000,0.046755,0.150000,0.250000,1107,455,0.1787,121.73
00190,A4,0.289070,0.216216,0.746269,0.046755,0.150000,0.250000,972,455,0.1800,115.54
00195,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,487,487,0.0900,16.51
00195,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,487,487,0.1781,57.70
00195,A2,0.432121,0.304255,1.000000,0.046000,0.158114,0.250000,1127,487,0.0900,87.47
00195,A3,0.432121,0.304255,1.000000,0.046000,0.158114,0.250000,1127,487,0.1781,130.59
00195,A4,0.300799,0.224468,0.737762,0.046000,0.158114,0.250000,979,487,0.1800,137.36
00200,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,479,479,0.0900,17.44
00200,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,479,479,0.1800,57.20
00200,A2,0.417247,0.295643,1.000000,0.048057,0.158114,0.250000,1148,479,0.0900,87.06
00200,A3,0.417247,0.295643,1.000000,0.048057,0.158114,0.250000,1148,479,0.1800,125.46
00200,A4,0.300523,0.215768,0.729825,0.048057,0.158114,0.250000,1014,479,0.1800,120.66
00205,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,460,460,0.0900,15.80
00205,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,460,460,0.1800,51.54
00205,A2,0.420475,0.297941,1.000000,0.045481,0.150000,0.250000,1094,460,0.0900,78.67
00205,A3,0.420475,0.297941,1.000000,0.045481,0.150000,0.250000,1094,460,0.1800,112.80
00205,A4,0.313528,0.222102,0.745455,0.045481,0.150000,0.250000,977,460,0.1368,106.57
00210,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,467,467,0.0900,16.76
00210,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,467,467,0.1770,62.87
00210,A2,0.478974,0.339483,1.000000,0.036460,0.150000,0.250000,975,467,0.0900,89.48
00210,A3,0.478974,0.339483,1.000000,0.036460,0.150000,0.250000,975,467,0.1770,130.07
00210,A4,0.341538,0.237392,0.699275,0.036460,0.150000,0.250000,841,467,0.1800,127.28
00215,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,440,440,0.0900,20.21
00215,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,440,440,0.1737,62.56
00215,A2,0.455959,0.305656,1.000000,0.037607,0.150000,0.250000,965,440,0.0900,93.43
00215,A3,0.455959,0.305656,1.000000,0.037607,0.150000,0.250000,965,440,0.1737,134.54
00215,A4,0.366839,0.232250,0.759843,0.037607,0.150000,0.250000,879,440,0.1800,129.27
00220,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,446,446,0.0900,20.40
00220,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,446,446,0.1764,61.56
00220,A2,0.469968,0.333744,1.000000,0.036047,0.158114,0.250000,949,446,0.0900,93.80
00220,A3,0.469968,0.333744,1.000000,0.036047,0.158114,0.250000,949,446,0.1764,135.89
00220,A4,0.364594,0.247537,0.741697,0.036047,0.158114,0.250000,849,446,0.1800,131.07
00225,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,447,447,0.0900,20.04
00225,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,447,447,0.1786,62.57
00225,A2,0.475027,0.339024,1.000000,0.035405,0.158114,0.250000,941,447,0.0900,103.54
00225,A3,0.475027,0.339024,1.000000,0.035405,0.158114,0.250000,941,447,0.1786,147.58
00225,A4,0.401700,0.265854,0.784173,0.035405,0.158114,0.250000,872,447,0.1800,143.94
00230,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,435,435,0.0900,17.00
00230,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,435,435,0.1783,52.86
00230,A2,0.481728,0.351077,1.000000,0.033512,0.150000,0.250000,903,435,0.0900,82.93
00230,A3,0.481728,0.351077,1.000000,0.033512,0.150000,0.250000,903,435,0.1783,120.07
00230,A4,0.414175,0.283904,0.808664,0.033512,0.150000,0.250000,842,435,0.1800,115.72
00235,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,433,433,0.0900,19.59
00235,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,433,433,0.1793,71.72
00235,A2,0.451512,0.336504,1.000000,0.037660,0.150000,0.250000,959,433,0.0900,106.70
00235,A3,0.451512,0.336504,1.000000,0.037660,0.150000,0.250000,959,433,0.1793,155.28
00235,A4,0.399374,0.279429,0.830389,0.037660,0.150000,0.250000,909,433,0.1800,146.32
00240,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,453,453,0.0900,20.91
00240,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,453,453,0.1792,61.75
00240,A2,0.495624,0.366539,1.000000,0.033054,0.150000,0.250000,914,453,0.0900,98.08
00240,A3,0.495624,0.366539,1.000000,0.033054,0.150000,0.250000,914,453,0.1792,142.17
00240,A4,0.400438,0.283525,0.773519,0.033054,0.150000,0.250000,827,453,0.1800,133.98
00245,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,440,440,0.0900,17.56
00245,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,440,440,0.1791,52.69
00245,A2,0.475162,0.367372,1.000000,0.034814,0.200000,0.250000,926,440,0.0900,81.53
00245,A3,0.475162,0.367372,1.000000,0.034814,0.200000,0.250000,926,440,0.1791,118.64
00245,A4,0.396328,0.295143,0.803390,0.034814,0.200000,0.250000,853,440,0.1800,114.99
00250,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,453,453,0.0900,19.37
00250,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,453,453,0.1796,59.83
00250,A2,0.484492,0.367774,1.000000,0.034559,0.158114,0.250000,935,453,0.0900,92.98
00250,A3,0.484492,0.367774,1.000000,0.034559,0.158114,0.250000,935,453,0.1796,132.89
00250,A4,0.405348,0.290283,0.789298,0.034559,0.158114,0.250000,861,453,0.1800,122.57
00255,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,457,457,0.0900,18.82
00255,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,457,457,0.1788,64.27
00255,A2,0.476538,0.360382,1.000000,0.036004,0.150000,0.250000,959,457,0.0900,92.72
00255,A3,0.476538,0.360382,1.000000,0.036004,0.150000,0.250000,959,457,0.1788,133.51
00255,A4,0.423358,0.304296,0.844371,0.036004,0.150000,0.250000,908,457,0.1800,127.87
00260,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,452,452,0.0900,20.47
00260,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,452,452,0.1789,68.03
00260,A2,0.506726,0.390181,1.000000,0.031546,0.150000,0.250000,892,452,0.0900,102.51
00260,A3,0.506726,0.390181,1.000000,0.031546,0.150000,0.250000,892,452,0.1789,149.25
00260,A4,0.418161,0.301034,0.771523,0.031546,0.150000,0.250000,813,452,0.1800,141.60
00265,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,450,450,0.0900,19.31
00265,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,450,450,0.1793,62.77
00265,A2,0.492341,0.381430,1.000000,0.033262,0.150000,0.250000,914,450,0.0900,100.42
00265,A3,0.492341,0.381430,1.000000,0.033262,0.150000,0.250000,914,450,0.1793,143.87
00265,A4,0.425602,0.306148,0.802632,0.033262,0.150000,0.250000,853,450,0.1800,138.66
00270,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,436,436,0.0900,17.15
00270,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,436,436,0.1788,65.84
00270,A2,0.471351,0.367500,1.000000,0.035019,0.150000,0.250000,925,436,0.0900,100.95
00270,A3,0.471351,0.367500,1.000000,0.035019,0.150000,0.250000,925,436,0.1788,139.12
